quantile,rmse,mae,r2,corr,lag_abs_seconds
0.5,0.06286865057716795,0.04893728670650625,0.8991753796113386,0.9503999613542811,0.0
0.9,0.17243440307767788,0.12538393016234708,0.9742450097336215,0.9879685582648704,0.6
0.95,0.23611423582823468,0.1726682021518493,0.9810241806971539,0.9911381105271667,0.6
