ok,source_path,run_id,profile_hash,n_x,n_t,x_min,x_max,z_min,z_max,t_min,t_max,Hs,Tp,t_prop,Xc_WK,has_period_var,period_len,file_size_mb
True,funwave_capstone_artifacts_v8_field\extracted_nc\E2\E2\nc_small_ali_03245.nc,input_03245,caf25c1ab1e7,934,8339,0.0,1117.1632080078125,-1.7247314453125,9.17523193359375,0.0,1250.72253,1.748177170753479,10.0,156.344766634488,293.3601185090381,True,62,13.201
True,funwave_capstone_artifacts_v8_field\extracted_nc\E2\E2\nc_small_ali_03253.nc,input_03253,f63881380ce9,902,8428,0.0,1078.8468017578125,-2.63665771484375,7.8763427734375,0.0,1264.05701,1.649291753768921,10.0,158.01751654837472,293.3601185090381,True,62,12.257
True,funwave_capstone_artifacts_v8_field\extracted_nc\E2\E2\nc_small_ali_03255.nc,input_03255,c9fbb38da231,900,8373,0.0,1076.4520263671875,-2.2652587890625,8.040771484375,0.0,1255.85095,0.9122772216796875,10.0,156.9837857531723,293.3601185090381,True,62,11.779
True,funwave_capstone_artifacts_v8_field\extracted_nc\E2\E2\nc_small_ali_03261.nc,input_03261,33ace6f2df61,727,7852,0.0,1277.9737548828125,-2.4173583984375,8.1923828125,0.0,1177.72632,0.5910444855690002,14.285714149475098,147.21842423834957,431.2721193856537,True,62,8.734
True,funwave_capstone_artifacts_v8_field\extracted_nc\E2\E2\nc_small_ali_03270.nc,input_03270,f6c6ddc382a8,879,8336,0.0,1145.9090576171875,-1.67974853515625,8.55096435546875,0.0,1250.25403,1.0836395025253296,10.810811042785645,156.3039148638424,319.7582367914217,True,62,12.029
True,funwave_capstone_artifacts_v8_field\extracted_nc\E2\E2\nc_small_ali_03274.nc,input_03274,cca03814e92d,751,7992,0.0,1320.2208251953125,-2.58233642578125,8.88555908203125,0.0,1198.66309,2.812014579772949,14.285714149475098,149.84008826969034,431.2721193856537,True,62,10.392
True,funwave_capstone_artifacts_v8_field\extracted_nc\E2\E2\nc_small_ali_03277.nc,input_03277,609646eb7eb1,938,8681,0.0,1121.9527587890625,-2.54071044921875,8.0142822265625,0.0,1302.0033,0.6052724719047546,10.0,162.7549414133338,293.3601185090381,True,62,12.676
True,funwave_capstone_artifacts_v8_field\extracted_nc\E2\E2\nc_small_ali_03278.nc,input_03278,5a0e2209d289,978,8419,0.0,1078.5684814453125,-1.099853515625,8.88201904296875,0.0,1262.70996,0.2855873107910156,9.302325248718262,157.85792341264164,270.4700892441342,True,62,11.991
True,funwave_capstone_artifacts_v8_field\extracted_nc\E2\E2\nc_small_ali_03287.nc,input_03287,6c1815472803,908,8630,0.0,1086.0311279296875,-3.0938720703125,7.38818359375,0.0,1294.36951,0.6311909556388855,10.0,161.8105428749971,293.3601185090381,True,62,12.199
True,funwave_capstone_artifacts_v8_field\extracted_nc\E2\E2\nc_small_ali_03301.nc,input_03301,11bec2f4a41a,913,8737,0.0,1190.28369140625,-3.23309326171875,8.299560546875,0.0,1310.42957,1.2277699708938599,10.810811042785645,163.80543897209714,319.7582367914217,True,62,12.986
True,funwave_capstone_artifacts_v8_field\extracted_nc\E2\E2\nc_small_ali_03302.nc,input_03302,4bc1d2d915ad,991,8516,0.0,1011.83056640625,-2.61993408203125,8.14306640625,0.0,1277.26892,0.48322826623916626,8.69565200805664,159.6616266922136,250.40250975540772,True,62,12.972
True,funwave_capstone_artifacts_v8_field\extracted_nc\E2\E2\nc_small_ali_03303.nc,input_03303,1eba3a98cda5,848,8264,0.0,1105.449951171875,-2.0921630859375,7.7847900390625,0.0,1239.46191,0.9381888508796692,10.810811042785645,154.94289453879077,319.7582367914217,True,62,11.294
True,funwave_capstone_artifacts_v8_field\extracted_nc\E2\E2\nc_small_ali_03305.nc,input_03305,3f45026b3f86,913,8509,0.0,1092.01806640625,-2.25927734375,7.9227294921875,0.0,1276.25244,1.2345532178878784,10.0,159.5390839468009,293.3601185090381,True,62,12.856
True,funwave_capstone_artifacts_v8_field\extracted_nc\E2\E2\nc_small_ali_03309.nc,input_03309,036ec115ff59,949,8385,0.0,1046.5537109375,-1.43341064453125,8.27459716796875,0.0,1257.62292,1.6159932613372803,9.302325248718262,157.2123954724036,270.4700892441342,True,62,13.338
True,funwave_capstone_artifacts_v8_field\extracted_nc\E2\E2\nc_small_ali_03310.nc,input_03310,f7c7ca3c55b7,867,8428,0.0,1130.2474365234375,-2.70562744140625,7.96435546875,0.0,1264.07153,0.7974519729614258,10.810811042785645,158.01258071468664,319.7582367914217,True,62,11.498
True,funwave_capstone_artifacts_v8_field\extracted_nc\E2\E2\nc_small_ali_03311.nc,input_03311,9ff1dfe9f71e,828,8311,0.0,1183.428466796875,-3.02813720703125,8.21484375,0.0,1246.55615,0.8623716831207275,11.764705657958984,155.83427512306122,350.59248015198995,True,62,10.738
True,funwave_capstone_artifacts_v8_field\extracted_nc\E2\E2\nc_small_ali_03314.nc,input_03314,58bbed6e48b8,831,8148,0.0,1083.2625732421875,-1.47760009765625,7.576416015625,0.0,1222.05688,0.8015779256820679,10.810811042785645,152.78286243564875,319.7582367914217,True,62,10.775
True,funwave_capstone_artifacts_v8_field\extracted_nc\E2\E2\nc_small_ali_03320.nc,input_03320,40db45cfc56c,817,8180,0.0,1167.6876220703125,-2.73486328125,8.22509765625,0.0,1226.87073,0.6400717496871948,11.764705657958984,153.37098960321802,350.59248015198995,True,62,10.309
True,funwave_capstone_artifacts_v8_field\extracted_nc\E2\E2\nc_small_ali_03321.nc,input_03321,c828eb09b3fb,2431,12636,0.0,797.1505126953125,-1.15679931640625,8.6591796875,0.0,1895.22864,0.7008622884750366,3.883495330810547,236.9189839008957,80.3711416801628,True,62,47.406
True,funwave_capstone_artifacts_v8_field\extracted_nc\E2\E2\nc_small_ali_03322.nc,input_03322,dcb6bc6ed2e9,906,8434,0.0,1083.6363525390625,-2.359619140625,8.309326171875,0.0,1265.00342,0.6898773312568665,10.0,158.13141920792418,293.3601185090381,True,62,11.809
True,funwave_capstone_artifacts_v8_field\extracted_nc\E2\E2\nc_small_ali_03327.nc,input_03327,5f70b6ade7b9,920,8490,0.0,1100.3997802734375,-3.89398193359375,8.1650390625,0.0,1273.39404,0.7963550090789795,10.0,159.1786847570566,293.3601185090381,True,62,12.34
True,funwave_capstone_artifacts_v8_field\extracted_nc\E2\E2\nc_small_ali_03328.nc,input_03328,55f59722dd2e,909,8360,0.0,1087.228515625,-1.77691650390625,8.47808837890625,0.0,1253.8595,0.7338083982467651,10.0,156.73706680064456,293.3601185090381,True,62,11.842
True,funwave_capstone_artifacts_v8_field\extracted_nc\E2\E2\nc_small_ali_03333.nc,input_03333,51fd54d4d8e6,899,8263,0.0,1075.254638671875,-2.5810546875,8.20196533203125,0.0,1239.31104,0.5281610488891602,10.0,154.93593340539047,293.3601185090381,True,62,11.345
True,funwave_capstone_artifacts_v8_field\extracted_nc\E2\E2\nc_small_ali_03337.nc,input_03337,b3a63401d324,925,8315,0.0,1020.05859375,-1.54425048828125,7.92376708984375,0.0,1247.13318,0.5046457052230835,9.302325248718262,155.89699126499684,270.4700892441342,True,62,11.706
True,funwave_capstone_artifacts_v8_field\extracted_nc\E2\E2\nc_small_ali_03339.nc,input_03339,7daed77febf0,723,7711,0.0,1270.9324951171875,-1.17718505859375,8.6728515625,0.0,1156.52478,1.1770589351654053,14.285714149475098,144.5745781056157,431.2721193856537,True,62,9.183
True,funwave_capstone_artifacts_v8_field\extracted_nc\E2\E2\nc_small_ali_03343.nc,input_03343,541ab4af1d53,903,8540,0.0,1080.044189453125,-2.57318115234375,7.5233154296875,0.0,1280.85767,1.0857244729995728,10.0,160.12774641593336,293.3601185090381,True,62,12.549
True,funwave_capstone_artifacts_v8_field\extracted_nc\E2\E2\nc_small_ali_03352.nc,input_03352,b3a40971d97e,907,8554,0.0,1084.833740234375,-3.2896728515625,7.7835693359375,0.0,1282.96729,2.1019186973571777,10.0,160.38544922189425,293.3601185090381,True,62,12.935
True,funwave_capstone_artifacts_v8_field\extracted_nc\E2\E2\nc_small_ali_03354.nc,input_03354,1e7738f5f0a1,863,8329,0.0,1125.0269775390625,-2.1976318359375,7.96533203125,0.0,1249.20642,0.7233485579490662,10.810811042785645,156.15463290839298,319.7582367914217,True,62,11.331
True,funwave_capstone_artifacts_v8_field\extracted_nc\E2\E2\nc_small_ali_03355.nc,input_03355,560b511103ce,718,7739,0.0,1262.131103515625,-1.11212158203125,8.380859375,0.0,1160.72998,0.6215088367462158,14.285714149475098,145.11096243663695,431.2721193856537,True,62,8.76
True,funwave_capstone_artifacts_v8_field\extracted_nc\E2\E2\nc_small_ali_03363.nc,input_03363,79db38c306d9,917,8673,0.0,1195.5042724609375,-5.74169921875,8.6751708984375,0.0,1300.83679,0.6398488283157349,10.810811042785645,162.60927205431875,319.7582367914217,True,62,12.341
True,funwave_capstone_artifacts_v8_field\extracted_nc\E2\E2\nc_small_ali_03370.nc,input_03370,0114a4e1ac45,848,8047,0.0,1105.449951171875,-1.640869140625,8.66510009765625,0.0,1206.9436,0.8883281946182251,10.810811042785645,150.8800179170334,319.7582367914217,True,62,11.007
True,funwave_capstone_artifacts_v8_field\extracted_nc\E2\E2\nc_small_ali_03371.nc,input_03371,f0fe7dbce2da,896,8167,0.0,1071.6624755859375,-1.4356689453125,8.4822998046875,0.0,1224.91833,0.9129961133003235,10.0,153.12852912837138,293.3601185090381,True,62,11.731
True,funwave_capstone_artifacts_v8_field\extracted_nc\E2\E2\nc_small_ali_03375.nc,input_03375,754952374129,862,8273,0.0,1123.7218017578125,-5.73370361328125,8.3062744140625,0.0,1240.81299,0.9547290802001953,10.810811042785645,155.10242945513622,319.7582367914217,True,62,11.304
True,funwave_capstone_artifacts_v8_field\extracted_nc\E2\E2\nc_small_ali_03384.nc,input_03384,0f49a843dc06,766,7888,0.0,1208.8577880859375,-1.9149169921875,8.77008056640625,0.0,1183.07288,1.949659824371338,12.903225898742676,147.8982562792957,387.1505344034428,True,62,10.223
True,funwave_capstone_artifacts_v8_field\extracted_nc\E2\E2\nc_small_ali_03389.nc,input_03389,09d10090e1b5,1046,8608,0.0,992.2807006835938,-2.527587890625,8.08819580078125,0.0,1291.08972,1.8960720300674438,8.163265228271484,161.38731497950687,232.63996947533815,True,62,15.218
True,funwave_capstone_artifacts_v8_field\extracted_nc\E2\E2\nc_small_ali_03396.nc,input_03396,1ee94dd2db11,1084,8677,0.0,1028.3636474609375,-2.36944580078125,8.6715087890625,0.0,1301.43152,0.8098233342170715,8.163265228271484,162.68528189845654,232.63996947533815,True,62,14.959
True,funwave_capstone_artifacts_v8_field\extracted_nc\E2\E2\nc_small_ali_03405.nc,input_03405,44781828161f,1073,8709,0.0,1017.9185791015625,-1.266845703125,8.21112060546875,0.0,1306.20605,1.664961814880371,8.163265228271484,163.2908026436836,232.63996947533815,True,62,15.913
True,funwave_capstone_artifacts_v8_field\extracted_nc\E2\E2\nc_small_ali_03412.nc,input_03412,a0a8e61c050b,897,8217,0.0,1072.85986328125,-1.904052734375,8.45892333984375,0.0,1232.41345,0.5945159196853638,10.0,154.068170093077,293.3601185090381,True,62,11.528
True,funwave_capstone_artifacts_v8_field\extracted_nc\E2\E2\nc_small_ali_03413.nc,input_03413,8bf7cd3362a4,663,7426,0.0,1312.328125,-2.949462890625,7.9844970703125,0.0,1113.76965,2.525451898574829,16.0,139.23510810679653,485.6803356680588,True,62,8.199
True,funwave_capstone_artifacts_v8_field\extracted_nc\E2\E2\nc_small_ali_03436.nc,input_03436,33318343a919,897,8465,0.0,1169.401611328125,-1.94970703125,8.62744140625,0.0,1269.66748,0.6562443971633911,10.810811042785645,158.72391855561784,319.7582367914217,True,62,12.01
True,funwave_capstone_artifacts_v8_field\extracted_nc\E2\E2\nc_small_ali_03453.nc,input_03453,6fad966a7823,1332,9395,0.0,907.8665161132812,-2.98809814453125,8.076904296875,0.0,1409.11792,1.1556727886199951,6.25,176.14392921066022,167.11291566932027,True,62,20.066
True,funwave_capstone_artifacts_v8_field\extracted_nc\E2\E2\nc_small_ali_03459.nc,input_03459,111123d8d830,873,8239,0.0,1138.0782470703125,-1.974365234375,8.681640625,0.0,1235.73083,0.6511430740356445,10.810811042785645,154.47512701864002,319.7582367914217,True,62,11.275
True,funwave_capstone_artifacts_v8_field\extracted_nc\E2\E2\nc_small_ali_03465.nc,input_03465,2b0a8df6308f,2807,14242,0.0,873.7020874023438,-2.92681884765625,8.42315673828125,0.0,2136.27515,0.37092670798301697,3.773585081100464,267.0529212164746,76.28546446456235,True,62,57.506
True,funwave_capstone_artifacts_v8_field\extracted_nc\E2\E2\nc_small_ali_03469.nc,input_03469,dfd5a94d12bf,1092,8691,0.0,1035.9600830078125,-1.864013671875,8.96148681640625,0.0,1303.52588,1.1014577150344849,8.163265228271484,162.95104345900785,232.63996947533815,True,62,15.466
True,funwave_capstone_artifacts_v8_field\extracted_nc\E2\E2\nc_small_ali_03498.nc,input_03498,57427aa3b6c7,940,8230,0.0,1036.6180419921875,-1.79486083984375,8.524169921875,0.0,1234.40027,0.821091890335083,9.302325248718262,154.31218471777947,270.4700892441342,True,62,12.172
True,funwave_capstone_artifacts_v8_field\extracted_nc\E2\E2\nc_small_ali_03499.nc,input_03499,7cecb96042c5,857,8424,0.0,1117.1961669921875,-3.2191162109375,7.65289306640625,0.0,1263.49927,0.9717404246330261,10.810811042785645,157.9426258096763,319.7582367914217,True,62,11.303
True,funwave_capstone_artifacts_v8_field\extracted_nc\E2\E2\nc_small_ali_03500.nc,input_03500,ae54915bc203,864,8318,0.0,1126.33203125,-1.4700927734375,8.25689697265625,0.0,1247.59326,0.8189464807510376,10.810811042785645,155.95409885087636,319.7582367914217,True,62,11.5
True,funwave_capstone_artifacts_v8_field\extracted_nc\E2\E2\nc_small_ali_03510.nc,input_03510,fe5fb2d92311,862,8292,0.0,1123.7218017578125,-2.75469970703125,8.24432373046875,0.0,1243.66113,0.5796871781349182,10.810811042785645,155.46705815103232,319.7582367914217,True,62,11.078
True,funwave_capstone_artifacts_v8_field\extracted_nc\E2\E2\nc_small_ali_03524.nc,input_03524,550fca5972aa,811,8146,0.0,1159.1016845703125,-1.962158203125,8.1268310546875,0.0,1221.7981,0.6914637684822083,11.764705657958984,152.74247359230534,350.59248015198995,True,62,10.27
True,funwave_capstone_artifacts_v8_field\extracted_nc\E2\E2\nc_small_ali_03525.nc,input_03525,e37263958ba3,890,8030,0.0,1064.4781494140625,-2.00543212890625,8.87060546875,0.0,1204.38171,0.6705182194709778,10.0,150.55298312214086,293.3601185090381,True,62,11.273
True,funwave_capstone_artifacts_v8_field\extracted_nc\E2\E2\nc_small_ali_03533.nc,input_03533,c66374a2e690,980,8649,0.0,1080.7763671875,-3.0062255859375,8.23577880859375,0.0,1297.21667,1.8579506874084473,9.302325248718262,162.16008934571022,270.4700892441342,True,62,14.412
True,funwave_capstone_artifacts_v8_field\extracted_nc\E2\E2\nc_small_ali_03551.nc,input_03551,05d90e3eb0aa,1088,9111,0.0,1032.161865234375,-2.34210205078125,7.83148193359375,0.0,1366.54492,1.4658061265945435,8.163265228271484,170.8237822880759,232.63996947533815,True,62,16.391
True,funwave_capstone_artifacts_v8_field\extracted_nc\E2\E2\nc_small_ali_03568.nc,input_03568,81cad9dbf681,888,8383,0.0,1062.0833740234375,-2.3203125,7.57470703125,0.0,1257.33264,1.411476731300354,10.0,157.17629985333696,293.3601185090381,True,62,12.01
True,funwave_capstone_artifacts_v8_field\extracted_nc\E2\E2\nc_small_ali_03571.nc,input_03571,b41892aa895e,960,9025,0.0,1148.2952880859375,-7.15032958984375,7.669677734375,0.0,1353.62219,0.8222470283508301,10.0,169.20808261675774,293.3601185090381,True,62,13.556
True,funwave_capstone_artifacts_v8_field\extracted_nc\E2\E2\nc_small_ali_03576.nc,input_03576,e9cea4819a9e,727,7820,0.0,1277.9737548828125,-2.90673828125,8.4322509765625,0.0,1172.91406,3.190537452697754,14.285714149475098,146.63141631076155,431.2721193856537,True,62,9.868
True,funwave_capstone_artifacts_v8_field\extracted_nc\E2\E2\nc_small_ali_03581.nc,input_03581,95a539b2b304,1131,9279,0.0,1072.9925537109375,-3.3392333984375,8.08074951171875,0.0,1391.72852,0.877864420413971,8.163265228271484,173.96721274072914,232.63996947533815,True,62,16.91
True,funwave_capstone_artifacts_v8_field\extracted_nc\E2\E2\nc_small_ali_03592.nc,input_03592,51d5e2a7b4dd,1015,8572,0.0,1036.3597412109375,-2.37646484375,8.29852294921875,0.0,1285.66418,0.8022446036338806,8.69565200805664,160.71432663040363,250.40250975540772,True,62,13.877
True,funwave_capstone_artifacts_v8_field\extracted_nc\E2\E2\nc_small_ali_03595.nc,input_03595,f1511b7e988a,864,8366,0.0,1126.33203125,-1.90496826171875,7.96478271484375,0.0,1254.75745,0.7417078614234924,10.810811042785645,156.84876873089186,319.7582367914217,True,62,11.303
True,funwave_capstone_artifacts_v8_field\extracted_nc\E2\E2\nc_small_ali_03598.nc,input_03598,7096086210b9,1252,9389,0.0,968.2252197265625,-2.05145263671875,7.75750732421875,0.0,1408.24011,0.6632636785507202,6.896552085876465,176.04064033641836,189.62044451487992,True,62,18.433
True,funwave_capstone_artifacts_v8_field\extracted_nc\E2\E2\nc_small_ali_03604.nc,input_03604,9cdd865f85c0,686,7587,0.0,1357.922607421875,-1.664794921875,8.76116943359375,0.0,1137.93579,2.766911268234253,16.0,142.2544977859151,485.6803356680588,True,62,8.948
True,funwave_capstone_artifacts_v8_field\extracted_nc\E2\E2\nc_small_ali_03611.nc,input_03611,190c96ddb26f,864,8217,0.0,1126.33203125,-2.27227783203125,8.667724609375,0.0,1232.40491,1.3630926609039307,10.810811042785645,154.0718833134616,319.7582367914217,True,62,11.771
True,funwave_capstone_artifacts_v8_field\extracted_nc\E2\E2\nc_small_ali_03620.nc,input_03620,9435c3d3eeb8,853,8332,0.0,1111.9755859375,-3.349609375,7.7301025390625,0.0,1249.66382,0.5084383487701416,10.810811042785645,156.21091532944314,319.7582367914217,True,62,10.771
True,funwave_capstone_artifacts_v8_field\extracted_nc\E2\E2\nc_small_ali_03641.nc,input_03641,1cdb5c704cfe,660,7398,0.0,1306.3809814453125,-4.71380615234375,8.01519775390625,0.0,1109.57227,0.6917570233345032,16.0,138.7093720646189,485.6803356680588,True,62,7.522
True,funwave_capstone_artifacts_v8_field\extracted_nc\E2\E2\nc_small_ali_03644.nc,input_03644,857e27059be6,833,8105,0.0,1085.8729248046875,-3.39923095703125,7.9508056640625,0.0,1215.60071,0.660476803779602,10.810811042785645,151.95872230073275,319.7582367914217,True,62,10.464
True,funwave_capstone_artifacts_v8_field\extracted_nc\E2\E2\nc_small_ali_03674.nc,input_03674,1e031a4fa333,702,7579,0.0,1233.96630859375,-1.998779296875,8.34222412109375,0.0,1136.71509,0.49882933497428894,14.285714149475098,142.10094675244164,431.2721193856537,True,62,8.092
True,funwave_capstone_artifacts_v8_field\extracted_nc\E2\E2\nc_small_ali_03677.nc,input_03677,92af7067f94d,794,8384,0.0,1253.103515625,-3.15399169921875,7.6700439453125,0.0,1257.51135,0.8935106992721558,12.903225898742676,157.20383898070253,387.1505344034428,True,62,10.409
True,funwave_capstone_artifacts_v8_field\extracted_nc\E2\E2\nc_small_ali_03679.nc,input_03679,87b2e75d9ed4,840,7951,0.0,1095.0087890625,-1.32244873046875,8.55560302734375,0.0,1192.55127,0.5637118220329285,10.810811042785645,149.074720829345,319.7582367914217,True,62,10.303
True,funwave_capstone_artifacts_v8_field\extracted_nc\E2\E2\nc_small_ali_03680.nc,input_03680,db4ae4b3f97c,839,7996,0.0,1093.7037353515625,-1.149169921875,8.43988037109375,0.0,1199.28442,1.1904706954956055,10.810811042785645,149.91435556598205,319.7582367914217,True,62,11.153
True,funwave_capstone_artifacts_v8_field\extracted_nc\E2\E2\nc_small_ali_03686.nc,input_03686,45280de1ac91,878,8744,0.0,1144.60400390625,-2.9071044921875,7.40191650390625,0.0,1311.48901,0.44996893405914307,10.810811042785645,163.94883915208968,319.7582367914217,True,62,11.511
True,funwave_capstone_artifacts_v8_field\extracted_nc\E2\E2\nc_small_ali_03698.nc,input_03698,10a3e72b2fbe,971,8805,0.0,1161.466552734375,-3.05853271484375,8.62847900390625,0.0,1320.60608,0.6923050284385681,10.0,165.07685333808644,293.3601185090381,True,62,13.239
True,funwave_capstone_artifacts_v8_field\extracted_nc\E2\E2\nc_small_ali_03699.nc,input_03699,936edec52679,1099,8978,0.0,971.55029296875,-5.41473388671875,7.97564697265625,0.0,1346.57007,0.7114764451980591,7.692307949066162,168.32975867403889,216.78489796173628,True,62,15.227
True,funwave_capstone_artifacts_v8_field\extracted_nc\E2\E2\nc_small_ali_03702.nc,input_03702,2ca011682581,777,7878,0.0,1110.447998046875,-2.6802978515625,7.95269775390625,0.0,1181.59668,0.8358339071273804,11.764705657958984,147.70227589154993,350.59248015198995,True,62,9.733
True,funwave_capstone_artifacts_v8_field\extracted_nc\E2\E2\nc_small_ali_03706.nc,input_03706,aada0b70145b,747,7711,0.0,1178.8338623046875,-1.6783447265625,8.41070556640625,0.0,1156.52747,0.40180686116218567,12.903225898742676,144.5768502360471,387.1505344034428,True,62,8.736
True,funwave_capstone_artifacts_v8_field\extracted_nc\E2\E2\nc_small_ali_03712.nc,input_03712,78bc646a7914,1643,10160,0.0,883.128173828125,-1.51641845703125,8.6375732421875,0.0,1523.8894,0.8223369121551514,5.263157844543457,190.48827279293266,131.77003675115589,True,62,26.879
True,funwave_capstone_artifacts_v8_field\extracted_nc\E2\E2\nc_small_ali_03714.nc,input_03714,61b5368468a9,933,8876,0.0,1216.386474609375,-5.96533203125,8.62371826171875,0.0,1331.29016,1.0828490257263184,10.810811042785645,166.41428805341127,319.7582367914217,True,62,13.183
True,funwave_capstone_artifacts_v8_field\extracted_nc\E2\E2\nc_small_ali_03720.nc,input_03720,f86ec7963c51,804,8178,0.0,1149.084716796875,-2.92852783203125,7.61346435546875,0.0,1226.61926,0.6599850058555603,11.764705657958984,153.33205317433465,350.59248015198995,True,62,10.142
True,funwave_capstone_artifacts_v8_field\extracted_nc\E2\E2\nc_small_ali_03730.nc,input_03730,15fc00cf010d,843,8134,0.0,1098.9241943359375,-1.86370849609375,8.1082763671875,0.0,1219.9657,0.6338695883750916,10.810811042785645,152.50658785744048,319.7582367914217,True,62,10.727
True,funwave_capstone_artifacts_v8_field\extracted_nc\E2\E2\nc_small_ali_03733.nc,input_03733,09b754d9f079,800,8141,0.0,1143.36083984375,-2.29083251953125,7.76422119140625,0.0,1221.06897,1.2376165390014648,11.764705657958984,152.647975976275,350.59248015198995,True,62,10.473
True,funwave_capstone_artifacts_v8_field\extracted_nc\E2\E2\nc_small_ali_03749.nc,input_03749,ee326e1a3584,1508,9931,0.0,910.918212890625,-2.10601806640625,8.04901123046875,0.0,1489.49463,0.944522500038147,5.714285850524902,186.19723575085624,148.09220695664374,True,62,24.21
True,funwave_capstone_artifacts_v8_field\extracted_nc\E2\E2\nc_small_ali_03752.nc,input_03752,b9c2bffe9864,933,8247,0.0,1028.8902587890625,-2.99542236328125,8.37860107421875,0.0,1236.93201,0.3014252185821533,9.302325248718262,154.62021694984014,270.4700892441342,True,62,11.121
True,funwave_capstone_artifacts_v8_field\extracted_nc\E2\E2\nc_small_ali_03753.nc,input_03753,f367c6015f26,1052,8401,0.0,997.9779663085938,-1.28265380859375,9.02734375,0.0,1260.02014,1.0758013725280762,8.163265228271484,157.50753290281148,232.63996947533815,True,62,14.513
True,funwave_capstone_artifacts_v8_field\extracted_nc\E2\E2\nc_small_ali_03755.nc,input_03755,93eda50db091,787,7803,0.0,1124.7579345703125,-1.24609375,8.52093505859375,0.0,1170.32031,1.6518464088439941,11.764705657958984,146.29890856800958,350.59248015198995,True,62,10.396
True,funwave_capstone_artifacts_v8_field\extracted_nc\E2\E2\nc_small_ali_03760.nc,input_03760,6efaafc46cd7,1021,8717,0.0,1042.4920654296875,-3.076171875,8.077880859375,0.0,1307.43152,0.4961927831172943,8.69565200805664,163.44596120033918,250.40250975540772,True,62,13.57
True,funwave_capstone_artifacts_v8_field\extracted_nc\E2\E2\nc_small_ali_03766.nc,input_03766,80a12bc69842,1283,9217,0.0,930.7256469726562,-2.11968994140625,8.28533935546875,0.0,1382.42493,0.6024418473243713,6.557376861572266,172.81512851483882,177.8687914145611,True,62,17.735
True,funwave_capstone_artifacts_v8_field\extracted_nc\E2\E2\nc_small_ali_03768.nc,input_03768,614ca5406b40,1232,9178,0.0,952.7459716796875,-3.0880126953125,7.90997314453125,0.0,1376.55969,0.8524894714355469,6.896552085876465,172.08360006960987,189.62044451487992,True,62,17.959
True,funwave_capstone_artifacts_v8_field\extracted_nc\E2\E2\nc_small_ali_03773.nc,input_03773,5da661a65885,1007,8781,0.0,1028.183349609375,-2.44195556640625,7.8580322265625,0.0,1317.02185,0.600989580154419,8.69565200805664,164.64461644492044,250.40250975540772,True,62,13.066
True,funwave_capstone_artifacts_v8_field\extracted_nc\E2\E2\nc_small_ali_03783.nc,input_03783,663110bb2c4c,1419,9349,0.0,909.9679565429688,-2.12066650390625,8.53033447265625,0.0,1402.21313,1.0229629278182983,5.970149040222168,175.29240287414515,157.22295224239454,True,62,21.803
True,funwave_capstone_artifacts_v8_field\extracted_nc\E2\E2\nc_small_ali_03791.nc,input_03791,27ac37ad38bc,869,8257,0.0,1132.8577880859375,-2.18939208984375,8.462646484375,0.0,1238.45789,1.305006980895996,10.810811042785645,154.81906906595276,319.7582367914217,True,62,11.893
True,funwave_capstone_artifacts_v8_field\extracted_nc\E2\E2\nc_small_ali_03798.nc,input_03798,0cd090acd718,923,8585,0.0,1103.991943359375,-2.98565673828125,8.30731201171875,0.0,1287.63464,0.6354829668998718,10.0,160.95940508116922,293.3601185090381,True,62,12.345
True,funwave_capstone_artifacts_v8_field\extracted_nc\E2\E2\nc_small_ali_03810.nc,input_03810,eb4487cd5846,712,7823,0.0,1409.464111328125,-1.95574951171875,9.1162109375,0.0,1173.30444,2.90421199798584,16.0,146.67852159342462,485.6803356680588,True,62,9.641
True,funwave_capstone_artifacts_v8_field\extracted_nc\E2\E2\nc_small_ali_03813.nc,input_03813,94098cadb427,893,9147,0.0,1276.44287109375,-6.773193359375,7.458740234375,0.0,1371.93274,0.5397528409957886,11.764705657958984,171.50853710023367,350.59248015198995,True,62,12.102
True,funwave_capstone_artifacts_v8_field\extracted_nc\E2\E2\nc_small_ali_03819.nc,input_03819,5ddd1dcbcccf,814,8544,0.0,1284.7076416015625,-5.48577880859375,7.84722900390625,0.0,1281.47009,1.7769831418991089,12.903225898742676,160.18729446056625,387.1505344034428,True,62,11.357
True,funwave_capstone_artifacts_v8_field\extracted_nc\E2\E2\nc_small_ali_03826.nc,input_03826,4158dc32c457,922,8803,0.0,1202.0299072265625,-4.8797607421875,8.340576171875,0.0,1320.32983,0.5574439764022827,10.810811042785645,165.0510606278432,319.7582367914217,True,62,12.359
True,funwave_capstone_artifacts_v8_field\extracted_nc\E2\E2\nc_small_ali_03852.nc,input_03852,da83cc67a5de,1667,10407,0.0,896.0362548828125,-1.68963623046875,8.05340576171875,0.0,1560.89258,1.2896863222122192,5.263157844543457,195.12441831506533,131.77003675115589,True,62,28.929
True,funwave_capstone_artifacts_v8_field\extracted_nc\E2\E2\nc_small_ali_03858.nc,input_03858,43d974a2d390,666,7427,0.0,1318.275146484375,-1.92578125,8.16522216796875,0.0,1113.93823,0.399879515171051,16.0,139.25589990897544,485.6803356680588,True,62,7.215
True,funwave_capstone_artifacts_v8_field\extracted_nc\E2\E2\nc_small_ali_03865.nc,input_03865,4d1684349dfd,757,7841,0.0,1194.635986328125,-2.522216796875,8.48980712890625,0.0,1176.04382,2.4745140075683594,12.903225898742676,147.02175748761823,387.1505344034428,True,62,10.23
