ok,source_path,run_id,profile_hash,n_x,n_t,x_min,x_max,z_min,z_max,t_min,t_max,Hs,Tp,t_prop,Xc_WK,has_period_var,period_len,file_size_mb
True,funwave_capstone_station_artifacts\extracted_nc\E2\E2\nc_small_ali_02106.nc,input_02106,56f64d370594,922,8689,0.0,1102.7945556640625,-3.742919921875,7.71209716796875,0.0,1303.20532,2.6038894653320312,10.0,162.90974623912354,293.3601185090381,True,62,13.479
True,funwave_capstone_station_artifacts\extracted_nc\E2\E2\nc_small_ali_02108.nc,input_02108,820824fba2df,912,8792,0.0,1090.8206787109375,-3.94659423828125,7.23345947265625,0.0,1318.64856,0.6158275008201599,10.0,164.84522389204338,293.3601185090381,True,62,12.351
True,funwave_capstone_station_artifacts\extracted_nc\E2\E2\nc_small_ali_02118.nc,input_02118,67060ba2327a,813,8355,0.0,1283.12744140625,-6.39404296875,8.8006591796875,0.0,1253.16724,1.5748498439788818,12.903225898742676,156.64695737509834,387.1505344034428,True,62,11.419
True,funwave_capstone_station_artifacts\extracted_nc\E2\E2\nc_small_ali_02121.nc,input_02121,5201e7f64133,709,7841,0.0,1403.51708984375,-2.81103515625,8.68597412109375,0.0,1176.05371,0.25657349824905396,16.0,147.008219396904,485.6803356680588,True,62,7.993
True,funwave_capstone_station_artifacts\extracted_nc\E2\E2\nc_small_ali_02131.nc,input_02131,b66887364637,861,8365,0.0,1122.4166259765625,-1.89404296875,7.794921875,0.0,1254.66675,0.6096154451370239,10.810811042785645,156.83756780371408,319.7582367914217,True,62,11.218
True,funwave_capstone_station_artifacts\extracted_nc\E2\E2\nc_small_ali_02134.nc,input_02134,c1d049d19ae7,890,8627,0.0,1160.265625,-2.61474609375,7.865234375,0.0,1293.91492,1.6238343715667725,10.810811042785645,161.74970134776348,319.7582367914217,True,62,12.864
True,funwave_capstone_station_artifacts\extracted_nc\E2\E2\nc_small_ali_02137.nc,input_02137,b37269428b95,673,7507,0.0,1332.1517333984375,-2.955810546875,8.25616455078125,0.0,1125.91797,3.424520969390869,16.0,140.74367357126567,485.6803356680588,True,62,8.72
True,funwave_capstone_station_artifacts\extracted_nc\E2\E2\nc_small_ali_02140.nc,input_02140,49e28d310d8c,836,7960,0.0,1089.788330078125,-2.82861328125,8.68939208984375,0.0,1193.9043,0.8424273729324341,10.810811042785645,149.2384931649504,319.7582367914217,True,62,10.511
True,funwave_capstone_station_artifacts\extracted_nc\E2\E2\nc_small_ali_02145.nc,input_02145,33b5fbd2fd5e,911,8302,0.0,1089.623291015625,-1.73992919921875,8.71209716796875,0.0,1245.21289,0.8256772756576538,10.0,155.66296379210587,293.3601185090381,True,62,11.977
True,funwave_capstone_station_artifacts\extracted_nc\E2\E2\nc_small_ali_02146.nc,input_02146,4081e2df3e3b,760,7964,0.0,1199.3765869140625,-2.8028564453125,7.99114990234375,0.0,1194.47815,1.111480951309204,12.903225898742676,149.32301215719463,387.1505344034428,True,62,9.714
True,funwave_capstone_station_artifacts\extracted_nc\E2\E2\nc_small_ali_02150.nc,input_02150,c49690ba4d1d,834,8051,0.0,1087.177978515625,-1.56591796875,8.17608642578125,0.0,1207.52539,1.1564799547195435,10.810811042785645,150.94423777174882,319.7582367914217,True,62,10.942
True,funwave_capstone_station_artifacts\extracted_nc\E2\E2\nc_small_ali_02153.nc,input_02153,aacc91cfb0c8,957,8687,0.0,1055.3853759765625,-2.78564453125,7.64837646484375,0.0,1302.94141,0.8000215888023376,9.302325248718262,162.87521995914545,270.4700892441342,True,62,13.165
True,funwave_capstone_station_artifacts\extracted_nc\E2\E2\nc_small_ali_02155.nc,input_02155,b560c9f952b9,673,7564,0.0,1332.1517333984375,-2.7215576171875,7.63043212890625,0.0,1134.50098,2.507169723510742,16.0,141.8320757308096,485.6803356680588,True,62,8.445
True,funwave_capstone_station_artifacts\extracted_nc\E2\E2\nc_small_ali_02169.nc,input_02169,af496b2ee21a,819,8250,0.0,1170.549560546875,-4.89398193359375,7.983154296875,0.0,1237.35071,2.5771374702453613,11.764705657958984,154.67718837161516,350.59248015198995,True,62,11.497
True,funwave_capstone_station_artifacts\extracted_nc\E2\E2\nc_small_ali_02179.nc,input_02179,60ee1d1f802b,807,8081,0.0,1153.377685546875,-1.9827880859375,8.27020263671875,0.0,1212.0249,0.5348856449127197,11.764705657958984,151.51486954714136,350.59248015198995,True,62,10.053
